Database,Keyword,Tags,Seed keyword,Page,Topic,Page type,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content reference 1,Content reference 2,Content reference 3,Content reference 4,Content reference 5,Content reference 6,Content reference 7,Content reference 8,Content reference 9,Content reference 10,Competitor on TOP 10 #1,Competitor on TOP 10 #2,Competitor on TOP 10 #3,Competitor on TOP 10 #4,Competitor on TOP 10 #5,Competitor on TOP 10 #6,Competitor on TOP 10 #7,Competitor on TOP 10 #8,Competitor on TOP 10 #9,Competitor on TOP 10 #10,Priority,Url,Idea,target_page,match_type
uk,take home salary calc,take home pay calculator,in hand salary calculator,(non-clustered),,,390.0,60.0,0.53,0.0,107.0,Informational,Related Searches,"0.44,0.54,0.54,0.54,0.66,0.54,0.66,0.44,0.36,0.36,0.36,0.36",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,takehome pay calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,1600.0,32.0,0.57,0.0,568000000.0,Informational,"Video, Related Searches","0.54,0.29,0.36,0.65,0.29,0.43,0.43,0.29,0.20,0.43,0.54,0.36",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,uk in hand salary calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,590.0,67.0,0.58,0.02,106.0,Informational,Related Searches,"0.30,0.76,1.00,0.36,0.36,0.45,0.45,0.30,0.45,0.36,0.55,0.45",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,annual salary take home calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,110.0,68.0,0.0,0.02,40800000.0,Informational,Related Searches,"1.00,1.00,1.00,0.78,0.78,0.78,0.78,0.64,0.64,1.00,0.78,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,calculate salary income,take home pay calculator,in hand salary calculator,(non-clustered),,,110.0,32.0,0.0,0.0,117.0,Informational,"Video, Related Searches, AI Overview","0.03,0.03,0.03,0.03,0.00,0.54,0.54,0.35,0.44,0.54,0.35,0.54",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,calculator salary,take home pay calculator,in hand salary calculator,(non-clustered),,,480.0,64.0,0.71,0.0,646000000.0,Informational,Related Searches,"0.16,0.08,0.36,0.20,0.16,0.13,0.16,0.36,0.08,0.10,0.24,0.20",75.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,monthly salary calculator after tax,take home pay calculator,in hand salary calculator,(non-clustered),,,110.0,55.0,0.52,0.04,229000000.0,Informational,Related Searches,"0.34,0.42,0.42,0.34,1.00,0.53,0.65,0.53,0.53,0.65,0.65,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,monthly take home calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,1900.0,72.0,0.55,0.02,563000000.0,Informational,Related Searches,"1.00,0.24,0.27,0.52,0.66,0.66,0.80,0.52,0.44,0.44,0.66,0.66",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,my take home pay calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,320.0,69.0,0.61,0.02,625000000.0,Informational,Related Searches,"0.30,0.24,0.20,0.20,0.24,0.30,0.30,0.30,0.16,0.55,0.24,0.24",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,online salary calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,320.0,70.0,0.7,0.04,362000000.0,Informational,Related Searches,"0.44,0.81,0.66,0.66,0.54,0.54,0.54,0.54,0.35,0.54,0.44,0.54",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,salary and wages calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,110.0,68.0,0.0,0.01,109000000.0,Informational,"Video, Related Searches","0.80,0.80,0.66,0.33,0.00,0.80,0.66,0.66,0.52,0.80,0.66,0.66",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary calculato,take home pay calculator,in hand salary calculator,(non-clustered),,,260.0,64.0,0.71,0.0,678000000.0,Informational,"Video, Related Searches","0.29,0.44,1.00,0.10,0.00,0.00,0.67,0.19,0.04,0.10,0.15,0.36",75.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary calculator take home pay,take home pay calculator,in hand salary calculator,(non-clustered),,,320.0,59.0,0.57,0.0,103.0,Informational,Related Searches,"0.20,0.11,0.07,0.16,0.20,0.08,0.25,0.25,0.11,1.00,0.20,0.37",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,salary home take calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,1300.0,42.0,0.53,0.0,375000000.0,Informational,"Related Searches, Video","0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary payment calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,210.0,72.0,0.0,0.01,363000000.0,Informational,"Video, People Also Ask, Related Searches","0.81,0.81,0.53,0.43,0.43,0.43,0.43,0.65,0.65,0.81,0.65,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary take home calc,take home pay calculator,in hand salary calculator,(non-clustered),,,110.0,41.0,0.57,0.0,1090000000.0,Informational,"Video, People Also Ask, Related Searches","1.00,0.43,0.22,0.06,0.14,0.10,0.18,0.14,0.02,0.04,0.18,0.18",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,salary take home calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,12100.0,48.0,0.57,0.0,112.0,Informational,"Video, Related Searches","0.44,0.36,0.29,0.44,0.67,0.29,0.36,0.36,0.24,0.81,0.54,0.29",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,salary take home pay calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,320.0,39.0,0.57,0.0,339000000.0,Informational,"Video, Related Searches","0.00,0.03,0.01,0.03,0.03,0.19,0.03,0.03,0.03,0.10,0.02,0.03",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,salary to monthly calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,170.0,55.0,0.0,0.01,344000000.0,Informational,"Video, Related Searches","0.36,0.09,0.15,0.19,0.29,0.29,0.29,0.29,0.23,0.19,0.23,0.29",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,take home pay calculaotr,take home pay calculator,in hand salary calculator,(non-clustered),,,590.0,54.0,0.57,0.0,609000000.0,Informational,"Video, Related Searches","0.02,0.01,0.02,1.00,0.05,0.03,0.03,0.03,0.04,0.00,0.03,0.03",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay calculater,take home pay calculator,in hand salary calculator,(non-clustered),,,110.0,56.0,0.57,0.0,638000000.0,Informational,"Video, Related Searches","0.20,0.01,0.04,0.05,0.08,0.11,0.07,0.07,0.05,0.02,0.04,0.05",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take.home.pay calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,1300.0,33.0,0.57,0.0,568000000.0,Informational,Related Searches,"0.68,0.68,0.68,0.84,0.68,0.68,0.37,0.68,0.52,0.03,0.20,0.52",75.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,takehome pay calc,take home pay calculator,in hand salary calculator,(non-clustered),,,320.0,70.0,0.0,0.0,925000000.0,Informational,"Video, Related Searches","0.48,0.26,0.21,0.32,1.00,0.17,0.21,0.02,0.11,0.01,0.03,0.02",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,uk salary take home calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,1300.0,72.0,0.58,0.01,648000000.0,Informational,"People Also Ask, Related Searches","0.08,0.13,0.10,0.08,0.08,0.36,0.15,0.13,0.24,0.15,0.19,0.15",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,uksalary calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,260.0,56.0,0.8,0.01,181000000.0,Informational,Related Searches,"0.20,0.20,0.20,0.05,0.08,0.07,0.04,0.05,0.02,0.07,0.04,0.05",75.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,wage after tax calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,1900.0,52.0,0.61,0.01,117000000.0,Informational,"People Also Ask, Related Searches, Video","0.44,0.53,0.10,0.24,0.24,0.16,0.44,1.00,0.16,0.24,0.13,0.13",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,wage calulator,take home pay calculator,in hand salary calculator,(non-clustered),,,110.0,72.0,0.87,0.03,107.0,Informational,"Video, Related Searches","0.01,0.00,0.00,0.16,0.24,0.03,0.03,0.30,0.04,0.06,0.10,0.13",75.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,after tax salary calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,2900.0,70.0,0.61,0.01,108.0,Informational,"People Also Ask, Related Searches","0.43,0.54,0.54,0.28,0.54,0.36,0.66,0.36,0.24,0.36,0.43,0.36",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,after tax wage calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,210.0,66.0,0.61,0.01,150000000.0,Informational,Related Searches,"0.02,0.02,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.08",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,annual salary take home pay calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,110.0,35.0,0.0,0.02,224000000.0,Informational,"Video, Related Searches","0.53,0.53,0.53,0.26,0.42,0.42,0.53,0.34,0.34,0.53,0.42,0.53",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,annual take home pay calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,140.0,69.0,0.0,0.02,558000000.0,Informational,Related Searches,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.52,0.52,1.00,0.66,0.80",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,calculate salary from take home pay,take home pay calculator,in hand salary calculator,(non-clustered),,,320.0,63.0,0.57,0.0,214000000.0,Informational,"Video, People Also Ask, Related Searches","0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,calculate take home salary,take home pay calculator,in hand salary calculator,(non-clustered),,,1300.0,41.0,0.57,0.0,220000000.0,Informational,"Video, Related Searches","0.07,0.12,0.04,0.29,0.04,0.16,0.08,0.08,0.16,0.23,0.16,0.35",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,calculate take home salary uk,take home pay calculator,in hand salary calculator,(non-clustered),,,260.0,62.0,0.58,0.01,61700000.0,Informational,"Related Searches, Video","0.01,0.02,0.02,0.08,0.11,0.03,0.37,0.11,0.37,0.08,0.07,0.13",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,calculator salary uk,take home pay calculator,in hand salary calculator,(non-clustered),,,260.0,55.0,0.8,0.01,127000000.0,Informational,Related Searches,"0.00,0.03,0.03,0.01,0.02,0.04,0.03,0.03,0.29,0.03,0.07,0.10",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,earnings calculator after tax,take home pay calculator,in hand salary calculator,(non-clustered),,,390.0,47.0,0.61,0.01,216000000.0,Informational,"Video, Related Searches","0.36,0.15,0.29,1.00,0.66,0.54,0.66,0.81,1.00,1.00,0.44,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,gross salary net salary calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,170.0,54.0,0.67,0.01,72200000.0,Informational,Related Searches,"0.08,0.54,1.00,0.08,0.23,0.15,0.15,0.05,0.08,0.15,0.23,0.28",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,home take salary calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,320.0,56.0,0.57,0.0,114.0,Informational,"Related Searches, Video","0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.16,0.00,0.00,0.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,monthly pay calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,3600.0,55.0,0.72,0.01,119.0,Informational,"Video, People Also Ask, Related Searches","0.54,0.54,0.66,0.66,0.54,0.81,0.66,0.66,0.54,0.66,0.66,0.66",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,my pay calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,170.0,67.0,0.0,0.02,592000000.0,Informational,Related Searches,"0.23,0.23,0.28,0.82,0.53,0.66,0.66,0.28,0.23,0.43,0.35,0.43",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,net pay salary calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,90.0,44.0,0.71,0.0,256000000.0,Informational,Related Searches,"0.00,0.23,0.01,0.29,0.15,0.09,0.09,0.15,0.15,0.23,0.23,0.29",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,net wages calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,480.0,63.0,0.71,0.0,771000000.0,Informational,"Video, Related Searches","0.67,1.00,0.19,0.67,0.81,0.54,0.44,0.29,0.36,0.44,0.23,0.23",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,post tax salary calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,2900.0,76.0,0.61,0.01,114.0,Informational,"Video, Related Searches","0.08,0.10,0.10,0.10,0.29,0.07,0.19,0.19,0.16,0.29,0.16,0.16",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,salary after tax calc,take home pay calculator,in hand salary calculator,(non-clustered),,,480.0,54.0,0.61,0.01,114.0,Informational,"Video, Related Searches","0.65,0.05,0.05,0.08,0.30,0.08,0.20,0.13,0.11,0.16,0.02,0.16",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary calculations,take home pay calculator,in hand salary calculator,(non-clustered),,,50.0,0.0,1.22,0.33,0.0,,,"0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.05,0.11,0.11,0.11,0.26",0.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary calculator after tax,take home pay calculator,in hand salary calculator,(non-clustered),,,1300.0,56.0,0.61,0.01,277000000.0,Informational,"People Also Ask, Related Searches","0.16,0.36,0.44,0.80,0.36,0.27,0.44,0.44,0.44,0.52,0.44,0.66",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,salary calculator from monthly pay,take home pay calculator,in hand salary calculator,(non-clustered),,,110.0,59.0,0.72,0.01,106.0,Informational,"Related Searches, AI Overview, Video","0.35,0.05,0.35,0.28,0.28,0.43,0.17,0.17,0.17,0.35,1.00,0.53",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,salary calculator monthly take home,take home pay calculator,in hand salary calculator,(non-clustered),,,720.0,63.0,0.55,0.02,221000000.0,Informational,Related Searches,"0.07,0.16,0.02,0.02,0.54,0.07,0.03,0.03,0.65,0.81,1.00,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,salary calculator salary,take home pay calculator,in hand salary calculator,(non-clustered),,,9900.0,59.0,0.71,0.0,111.0,Informational,"Video, Related Searches","1.00,0.00,0.00,0.00,0.16,0.44,0.16,0.03,0.16,0.29,0.08,0.44",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,salary calculator uk take home,take home pay calculator,in hand salary calculator,(non-clustered),,,170.0,45.0,0.58,0.01,131000000.0,Informational,"Video, Related Searches","0.00,0.01,0.01,0.07,0.01,0.02,0.05,0.02,0.00,0.00,0.02,0.04",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,salary deduction calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,110.0,47.0,0.0,0.02,126.0,Informational,"Video, Related Searches","0.64,0.64,0.52,0.82,0.64,0.41,0.64,0.52,0.23,0.52,0.41,0.11",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary monthly calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,390.0,54.0,0.72,0.01,1430000000.0,Informational,"Video, Related Searches","0.01,0.03,0.03,0.16,0.13,0.05,0.16,0.07,0.07,0.11,0.07,0.07",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary monthly payment calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,140.0,61.0,0.0,0.01,315000000.0,Informational,"Video, Related Searches","0.65,0.53,0.53,0.26,0.42,0.65,0.53,0.53,0.42,0.65,0.53,0.65",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary net calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,260.0,64.0,0.0,0.0,119.0,Informational,"Video, Related Searches","0.07,0.07,0.07,0.07,0.05,0.07,0.05,0.07,0.05,0.05,0.05,0.05",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salary net pay calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,720.0,54.0,0.71,0.0,284000000.0,Informational,Related Searches,"0.16,0.22,0.03,0.05,0.00,0.29,0.00,0.01,0.02,0.10,0.07,0.03",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,salary uk calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,880.0,48.0,0.8,0.01,673000000.0,Informational,"Related Searches, Video","0.24,0.20,0.16,0.20,0.16,0.24,0.44,0.16,0.24,0.10,0.20,0.20",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,salarycalc,take home pay calculator,in hand salary calculator,(non-clustered),,,390.0,77.0,0.71,0.0,722000000.0,Informational,"Related Searches, Video","0.66,0.54,0.54,0.66,0.66,0.54,0.66,0.54,0.44,0.54,0.54,0.54",60.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,take home income calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,2400.0,43.0,0.57,0.0,230000000.0,Informational,Related Searches,"0.24,0.10,0.06,0.10,0.16,0.06,0.12,0.06,0.10,0.06,0.04,0.19",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home money calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,260.0,40.0,0.0,0.01,523000000.0,Informational,"Video, Related Searches","0.53,0.66,0.53,0.66,0.53,0.66,0.66,0.53,0.43,0.53,0.43,0.53",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home monthly pay calculator,take home pay calculator,in hand salary calculator,(non-clustered),,,880.0,63.0,0.55,0.02,586000000.0,Informational,Related Searches,"0.41,0.36,0.30,0.54,0.30,0.20,0.79,0.20,0.30,0.66,0.79,0.36",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay calcualtor,take home pay calculator,in hand salary calculator,(non-clustered),,,390.0,53.0,0.57,0.0,336000000.0,Informational,"Related Searches, Video","0.05,0.07,0.05,0.03,0.08,0.03,0.05,0.07,0.05,0.07,0.08,0.10",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,pro rata calculator,hourly wage calculations,in hand salary calculator,(non-clustered),,,9900.0,16.0,2.54,0.02,89.0,Commercial,"Video, People Also Ask, Related Searches","0.66,0.54,0.54,0.54,0.36,0.36,0.44,0.44,0.29,0.36,0.36,0.36",90.0,,,,,,,,,,,,,,,,,,,,,,,,/pro-rata,tool_match
uk,pro rata salary calculator,hourly wage calculations,in hand salary calculator,(non-clustered),,,8100.0,9.0,2.4,0.02,95.0,Informational,"Video, People Also Ask, Related Searches","0.54,0.54,1.00,0.81,0.54,0.66,0.54,0.44,0.36,0.54,0.66,0.66",90.0,,,,,,,,,,,,,,,,,,,,,,,,/pro-rata,tool_match
uk,salary bot,hourly wage calculations,in hand salary calculator,(non-clustered),,,4400.0,41.0,0.0,0.0,66.0,Navigational,"Knowledge Panel, Site Links, Related Searches","0.66,0.66,0.54,0.81,0.66,0.66,0.66,0.66,0.43,0.66,0.36,0.66",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,hourly compensation calculator,hourly wage calculations,in hand salary calculator,(non-clustered),,,2900.0,25.0,0.0,0.0,102.0,Informational,"Site Links, Video, Related Searches","1.00,0.24,0.44,0.01,0.35,0.53,0.44,0.35,0.29,0.44,0.44,0.53",20.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
uk,hr to salary calculator,hourly wage calculations,in hand salary calculator,(non-clustered),,,2900.0,54.0,0.0,0.0,103000000.0,Informational,"Video, Related Searches","0.81,0.81,0.44,0.01,0.44,0.29,0.44,0.35,0.29,0.44,0.44,0.53",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,figure salary to hourly,hourly wage calculations,in hand salary calculator,(non-clustered),,,2400.0,22.0,0.0,0.0,49500000.0,Informational,"Video, Related Searches, AI Overview","1.00,0.24,0.44,0.01,0.00,0.53,0.44,0.35,0.29,0.44,0.44,0.53",90.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
uk,pro rata pay calculator,hourly wage calculations,in hand salary calculator,(non-clustered),,,2400.0,13.0,2.4,0.02,11700000.0,Informational,"Related Searches, People Also Ask","0.19,0.81,0.19,0.24,0.36,0.28,0.43,0.36,0.19,0.24,0.24,0.08",90.0,,,,,,,,,,,,,,,,,,,,,,,,/pro-rata,tool_match
uk,per hour to salary conversion,hourly wage calculations,in hand salary calculator,(non-clustered),,,1600.0,57.0,0.65,0.01,110.0,Informational,"Site Links, Video, Related Searches","1.00,0.05,0.03,0.02,0.44,0.55,0.55,0.44,0.55,0.55,0.44,0.55",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,pro rata salary,hourly wage calculations,in hand salary calculator,(non-clustered),,,1600.0,19.0,2.65,0.02,13600000.0,Informational,"Video, Related Searches","0.55,0.65,0.55,0.55,0.44,0.65,0.44,0.44,0.30,0.34,0.34,0.44",90.0,,,,,,,,,,,,,,,,,,,,,,,,/pro-rata,tool_match
uk,salary estimator hourly,hourly wage calculations,in hand salary calculator,(non-clustered),,,1600.0,25.0,0.0,0.0,28500000.0,Informational,"Video, Related Searches, AI Overview","0.55,0.44,0.82,0.02,0.65,1.00,0.82,0.65,0.55,0.82,0.82,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
uk,day rate calculator,hourly wage calculations,in hand salary calculator,(non-clustered),,,1300.0,15.0,0.0,0.0,293000000.0,Informational,"Video, Related Searches","0.54,0.66,0.54,0.66,0.41,0.54,0.54,0.41,0.36,0.54,0.54,0.54",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,how do i calculate annual salary from hourly rate,hourly wage calculations,in hand salary calculator,(non-clustered),,,1300.0,32.0,0.0,0.0,123000000.0,Informational,"Related Searches, Short Videos, Discussions And Forums, AI Overview, Site Links, Video","1.00,0.68,0.68,0.08,0.46,0.52,0.52,0.25,0.25,0.46,0.31,0.68",20.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
uk,how do you calculate a salary to an hourly rate,hourly wage calculations,in hand salary calculator,(non-clustered),,,1300.0,16.0,0.0,0.0,118.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","1.00,0.68,0.68,0.08,0.46,0.52,0.52,0.25,0.25,0.46,0.31,0.68",90.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
uk,how do you calculate annual salary to hourly rate,hourly wage calculations,in hand salary calculator,(non-clustered),,,1300.0,23.0,0.0,0.0,108.0,Informational,"Video, People Also Ask, Related Searches, Short Videos, AI Overview","1.00,0.68,0.68,0.08,0.46,0.52,0.52,0.25,0.25,0.46,0.31,0.68",90.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
uk,how do you calculate hourly rate from salary,hourly wage calculations,in hand salary calculator,(non-clustered),,,1300.0,36.0,0.0,0.0,24000000.0,Informational,"AI Overview, Site Links, Video, People Also Ask, Related Searches, Short Videos","1.00,0.68,0.68,0.08,0.46,0.52,0.52,0.25,0.25,0.46,0.31,0.68",20.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
uk,how do you calculate hourly wage from annual salary,hourly wage calculations,in hand salary calculator,(non-clustered),,,1300.0,13.0,0.0,0.0,21700000.0,Informational,"Video, People Also Ask, Related Searches, Short Videos, AI Overview","1.00,0.68,0.68,0.08,0.46,0.52,0.52,0.25,0.25,0.46,0.31,0.68",90.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
uk,how do you calculate yearly salary from hourly rate,hourly wage calculations,in hand salary calculator,(non-clustered),,,1300.0,40.0,0.0,0.0,55200000.0,Informational,"Site Links, Video, People Also Ask, Related Searches, AI Overview","1.00,0.68,0.68,0.08,0.46,0.52,0.52,0.25,0.25,0.46,0.31,0.68",20.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
uk,how do you calculate your hourly rate from your salary,hourly wage calculations,in hand salary calculator,(non-clustered),,,1300.0,28.0,0.0,0.0,68400000.0,Informational,"Discussions And Forums, AI Overview, Video, People Also Ask, Related Searches, Short Videos","1.00,0.68,0.68,0.08,0.46,0.52,0.52,0.25,0.25,0.46,0.31,0.68",90.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
uk,how do you figure hourly rate from salary,hourly wage calculations,in hand salary calculator,(non-clustered),,,1300.0,21.0,0.0,0.0,73500000.0,Informational,"Related Searches, Short Videos, AI Overview, Video, People Also Ask","1.00,0.68,0.68,0.08,0.46,0.52,0.52,0.25,0.25,0.46,0.31,0.68",90.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
uk,how to calculate an hourly rate from a salary,hourly wage calculations,in hand salary calculator,(non-clustered),,,1300.0,32.0,0.0,0.0,32000000.0,Informational,"Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview, Video","1.00,0.68,0.68,0.08,0.46,0.52,0.52,0.25,0.25,0.46,0.31,0.68",90.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
uk,how to calculate annual income to hourly rate,hourly wage calculations,in hand salary calculator,(non-clustered),,,1300.0,16.0,0.0,0.0,180000000.0,Informational,"Video, People Also Ask, AI Overview","1.00,0.68,0.68,0.08,0.46,0.52,0.52,0.25,0.25,0.46,0.31,0.68",90.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
uk,how to calculate annual salary into hourly,hourly wage calculations,in hand salary calculator,(non-clustered),,,1300.0,15.0,0.0,0.0,222000000.0,Informational,"Video, Related Searches, AI Overview","1.00,0.68,0.68,0.08,0.46,0.52,0.52,0.25,0.25,0.46,0.31,0.68",90.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
uk,how to calculate hourly rate by annual salary,hourly wage calculations,in hand salary calculator,(non-clustered),,,1300.0,16.0,0.0,0.0,113.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","1.00,0.68,0.68,0.08,0.46,0.52,0.52,0.25,0.25,0.46,0.31,0.68",90.0,,,,,,,,,,,,,,,,,,,,,,,,/hourly,tool_match
